Ríkisfang,Ár,Landsvæði,Mánuður,Value0
Ísland,2013,Suðurnes,Allir,27784
Ísland,2013,Suðurnes,Janúar,1351
Ísland,2013,Suðurnes,Febrúar,1726
Ísland,2013,Suðurnes,Mars,2632
Ísland,2013,Suðurnes,Apríl,1671
Ísland,2013,Suðurnes,Maí,2709
Ísland,2013,Suðurnes,Júní,2786
Ísland,2013,Suðurnes,Júlí,2331
Ísland,2013,Suðurnes,Ágúst,2970
Ísland,2013,Suðurnes,September,2914
Ísland,2013,Suðurnes,Október,2971
Ísland,2013,Suðurnes,Nóvember,2019
Ísland,2013,Suðurnes,Desember,1704
Ísland,2013,"Vesturland, Vestfirðir",Allir,60970
Ísland,2013,"Vesturland, Vestfirðir",Janúar,1380
Ísland,2013,"Vesturland, Vestfirðir",Febrúar,1848
Ísland,2013,"Vesturland, Vestfirðir",Mars,2786
Ísland,2013,"Vesturland, Vestfirðir",Apríl,2790
Ísland,2013,"Vesturland, Vestfirðir",Maí,5905
Ísland,2013,"Vesturland, Vestfirðir",Júní,9726
Ísland,2013,"Vesturland, Vestfirðir",Júlí,13973
Ísland,2013,"Vesturland, Vestfirðir",Ágúst,9806
Ísland,2013,"Vesturland, Vestfirðir",September,5194
Ísland,2013,"Vesturland, Vestfirðir",Október,3593
Ísland,2013,"Vesturland, Vestfirðir",Nóvember,2522
Ísland,2013,"Vesturland, Vestfirðir",Desember,1447
Ísland,2013,Norðurland,Allir,92771
Ísland,2013,Norðurland,Janúar,3189
Ísland,2013,Norðurland,Febrúar,5406
Ísland,2013,Norðurland,Mars,8195
Ísland,2013,Norðurland,Apríl,6121
Ísland,2013,Norðurland,Maí,8395
Ísland,2013,Norðurland,Júní,11894
Ísland,2013,Norðurland,Júlí,14545
Ísland,2013,Norðurland,Ágúst,9781
Ísland,2013,Norðurland,September,8138
Ísland,2013,Norðurland,Október,10395
Ísland,2013,Norðurland,Nóvember,4345
Ísland,2013,Norðurland,Desember,2367
Ísland,2013,Austurland,Allir,35048
Ísland,2013,Austurland,Janúar,688
Ísland,2013,Austurland,Febrúar,868
Ísland,2013,Austurland,Mars,2093
Ísland,2013,Austurland,Apríl,1591
Ísland,2013,Austurland,Maí,3305
Ísland,2013,Austurland,Júní,5377
Ísland,2013,Austurland,Júlí,7396
Ísland,2013,Austurland,Ágúst,5676
Ísland,2013,Austurland,September,3072
Ísland,2013,Austurland,Október,2141
Ísland,2013,Austurland,Nóvember,1820
Ísland,2013,Austurland,Desember,1021
Ísland,2013,Suðurland,Allir,73654
Ísland,2013,Suðurland,Janúar,1647
Ísland,2013,Suðurland,Febrúar,4934
Ísland,2013,Suðurland,Mars,5158
Ísland,2013,Suðurland,Apríl,5185
Ísland,2013,Suðurland,Maí,7401
Ísland,2013,Suðurland,Júní,9744
Ísland,2013,Suðurland,Júlí,9224
Ísland,2013,Suðurland,Ágúst,8512
Ísland,2013,Suðurland,September,7570
Ísland,2013,Suðurland,Október,6415
Ísland,2013,Suðurland,Nóvember,4754
Ísland,2013,Suðurland,Desember,3110
Danmörk,2014,Allt landið,Allir,109646
Danmörk,2014,Allt landið,Janúar,3288
Danmörk,2014,Allt landið,Febrúar,3643
Danmörk,2014,Allt landið,Mars,4292
Danmörk,2014,Allt landið,Apríl,6902
Danmörk,2014,Allt landið,Maí,10928
Danmörk,2014,Allt landið,Júní,14110
Danmörk,2014,Allt landið,Júlí,23919
Danmörk,2014,Allt landið,Ágúst,14918
Danmörk,2014,Allt landið,September,11165
Danmörk,2014,Allt landið,Október,7889
Danmörk,2014,Allt landið,Nóvember,5387
Danmörk,2014,Allt landið,Desember,3205
Danmörk,2014,Höfuðborgarsvæði,Allir,63431
Danmörk,2014,Höfuðborgarsvæði,Janúar,2869
Danmörk,2014,Höfuðborgarsvæði,Febrúar,2853
Danmörk,2014,Höfuðborgarsvæði,Mars,3371
Danmörk,2014,Höfuðborgarsvæði,Apríl,5397
Danmörk,2014,Höfuðborgarsvæði,Maí,8193
Danmörk,2014,Höfuðborgarsvæði,Júní,6416
Danmörk,2014,Höfuðborgarsvæði,Júlí,7370
Danmörk,2014,Höfuðborgarsvæði,Ágúst,5878
Danmörk,2014,Höfuðborgarsvæði,September,7847
Danmörk,2014,Höfuðborgarsvæði,Október,6181
Danmörk,2014,Höfuðborgarsvæði,Nóvember,4544
Danmörk,2014,Höfuðborgarsvæði,Desember,2512
Danmörk,2014,"Vesturland, Vestfirðir",Allir,..
Danmörk,2014,"Vesturland, Vestfirðir",Janúar,..
Danmörk,2014,"Vesturland, Vestfirðir",Febrúar,..
Danmörk,2014,"Vesturland, Vestfirðir",Mars,..
Danmörk,2014,"Vesturland, Vestfirðir",Apríl,..
Danmörk,2014,"Vesturland, Vestfirðir",Maí,..
Danmörk,2014,"Vesturland, Vestfirðir",Júní,..
Danmörk,2014,"Vesturland, Vestfirðir",Júlí,..
Danmörk,2014,"Vesturland, Vestfirðir",Ágúst,..
Danmörk,2014,"Vesturland, Vestfirðir",September,..
Danmörk,2014,"Vesturland, Vestfirðir",Október,..
Danmörk,2014,"Vesturland, Vestfirðir",Nóvember,..
Danmörk,2014,"Vesturland, Vestfirðir",Desember,..
Danmörk,2014,Suðurnes,Allir,5486
Danmörk,2014,Suðurnes,Janúar,142
Danmörk,2014,Suðurnes,Febrúar,269
Danmörk,2014,Suðurnes,Mars,212
Danmörk,2014,Suðurnes,Apríl,244
Danmörk,2014,Suðurnes,Maí,339
Danmörk,2014,Suðurnes,Júní,611
Danmörk,2014,Suðurnes,Júlí,1389
Danmörk,2014,Suðurnes,Ágúst,962
Danmörk,2014,Suðurnes,September,449
Danmörk,2014,Suðurnes,Október,364
Danmörk,2014,Suðurnes,Nóvember,274
Danmörk,2014,Suðurnes,Desember,231
Danmörk,2014,"Vesturland, Vestfirðir",Allir,6991
Danmörk,2014,"Vesturland, Vestfirðir",Janúar,27
Danmörk,2014,"Vesturland, Vestfirðir",Febrúar,85
Danmörk,2014,"Vesturland, Vestfirðir",Mars,59
Danmörk,2014,"Vesturland, Vestfirðir",Apríl,139
Danmörk,2014,"Vesturland, Vestfirðir",Maí,572
Danmörk,2014,"Vesturland, Vestfirðir",Júní,1326
Danmörk,2014,"Vesturland, Vestfirðir",Júlí,2261
Danmörk,2014,"Vesturland, Vestfirðir",Ágúst,1576
Danmörk,2014,"Vesturland, Vestfirðir",September,546
Danmörk,2014,"Vesturland, Vestfirðir",Október,276
Danmörk,2014,"Vesturland, Vestfirðir",Nóvember,88
Danmörk,2014,"Vesturland, Vestfirðir",Desember,36
Danmörk,2014,Norðurland,Allir,12534
Danmörk,2014,Norðurland,Janúar,67
Danmörk,2014,Norðurland,Febrúar,175
Danmörk,2014,Norðurland,Mars,228
Danmörk,2014,Norðurland,Apríl,481
Danmörk,2014,Norðurland,Maí,526
Danmörk,2014,Norðurland,Júní,2009
Danmörk,2014,Norðurland,Júlí,5000
Danmörk,2014,Norðurland,Ágúst,2333
Danmörk,2014,Norðurland,September,924
Danmörk,2014,Norðurland,Október,355
Danmörk,2014,Norðurland,Nóvember,190
Danmörk,2014,Norðurland,Desember,246
Danmörk,2014,Austurland,Allir,7334
Danmörk,2014,Austurland,Janúar,55
Danmörk,2014,Austurland,Febrúar,41
Danmörk,2014,Austurland,Mars,79
Danmörk,2014,Austurland,Apríl,81
Danmörk,2014,Austurland,Maí,426
Danmörk,2014,Austurland,Júní,1369
Danmörk,2014,Austurland,Júlí,3153
Danmörk,2014,Austurland,Ágúst,1514
Danmörk,2014,Austurland,September,448
Danmörk,2014,Austurland,Október,119
Danmörk,2014,Austurland,Nóvember,36
Danmörk,2014,Austurland,Desember,13
Danmörk,2014,Suðurland,Allir,13870
Danmörk,2014,Suðurland,Janúar,128
Danmörk,2014,Suðurland,Febrúar,220
Danmörk,2014,Suðurland,Mars,343
Danmörk,2014,Suðurland,Apríl,560
Danmörk,2014,Suðurland,Maí,872
Danmörk,2014,Suðurland,Júní,2379
Danmörk,2014,Suðurland,Júlí,4746
Danmörk,2014,Suðurland,Ágúst,2655
Danmörk,2014,Suðurland,September,951
Danmörk,2014,Suðurland,Október,594
Danmörk,2014,Suðurland,Nóvember,255
Danmörk,2014,Suðurland,Desember,167
Danmörk,2013,Allt landið,Allir,91299
Danmörk,2013,Allt landið,Janúar,2797
Danmörk,2013,Allt landið,Febrúar,3250
Danmörk,2013,Allt landið,Mars,4994
Danmörk,2013,Allt landið,Apríl,5560
Danmörk,2013,Allt landið,Maí,6770
Danmörk,2013,Allt landið,Júní,11383
Danmörk,2013,Allt landið,Júlí,21832
Danmörk,2013,Allt landið,Ágúst,11582
Danmörk,2013,Allt landið,September,9278
Danmörk,2013,Allt landið,Október,8586
Danmörk,2013,Allt landið,Nóvember,3212
Danmörk,2013,Allt landið,Desember,2055
Danmörk,2013,Höfuðborgarsvæði,Allir,53777
Danmörk,2013,Höfuðborgarsvæði,Janúar,2391
Danmörk,2013,Höfuðborgarsvæði,Febrúar,2848
Danmörk,2013,Höfuðborgarsvæði,Mars,4214
Danmörk,2013,Höfuðborgarsvæði,Apríl,4468
Danmörk,2013,Höfuðborgarsvæði,Maí,4765
Danmörk,2013,Höfuðborgarsvæði,Júní,5329
Danmörk,2013,Höfuðborgarsvæði,Júlí,7648
Danmörk,2013,Höfuðborgarsvæði,Ágúst,4873
Danmörk,2013,Höfuðborgarsvæði,September,6270
Danmörk,2013,Höfuðborgarsvæði,Október,6629
Danmörk,2013,Höfuðborgarsvæði,Nóvember,2854
Danmörk,2013,Höfuðborgarsvæði,Desember,1488
Danmörk,2013,"Vesturland, Vestfirðir",Allir,..
Danmörk,2013,"Vesturland, Vestfirðir",Janúar,..
Danmörk,2013,"Vesturland, Vestfirðir",Febrúar,..
Danmörk,2013,"Vesturland, Vestfirðir",Mars,..
Danmörk,2013,"Vesturland, Vestfirðir",Apríl,..
Danmörk,2013,"Vesturland, Vestfirðir",Maí,..
Danmörk,2013,"Vesturland, Vestfirðir",Júní,..
Danmörk,2013,"Vesturland, Vestfirðir",Júlí,..
Danmörk,2013,"Vesturland, Vestfirðir",Ágúst,..
Danmörk,2013,"Vesturland, Vestfirðir",September,..
Danmörk,2013,"Vesturland, Vestfirðir",Október,..
Danmörk,2013,"Vesturland, Vestfirðir",Nóvember,..
Danmörk,2013,"Vesturland, Vestfirðir",Desember,..
Danmörk,2013,Suðurnes,Allir,3413
Danmörk,2013,Suðurnes,Janúar,100
Danmörk,2013,Suðurnes,Febrúar,102
Danmörk,2013,Suðurnes,Mars,114
Danmörk,2013,Suðurnes,Apríl,123
Danmörk,2013,Suðurnes,Maí,279
Danmörk,2013,Suðurnes,Júní,432
Danmörk,2013,Suðurnes,Júlí,859
Danmörk,2013,Suðurnes,Ágúst,467
Danmörk,2013,Suðurnes,September,315
Danmörk,2013,Suðurnes,Október,336
Danmörk,2013,Suðurnes,Nóvember,104
Danmörk,2013,Suðurnes,Desember,182
Danmörk,2013,"Vesturland, Vestfirðir",Allir,5366
Danmörk,2013,"Vesturland, Vestfirðir",Janúar,51
Danmörk,2013,"Vesturland, Vestfirðir",Febrúar,30
Danmörk,2013,"Vesturland, Vestfirðir",Mars,74
Danmörk,2013,"Vesturland, Vestfirðir",Apríl,178
Danmörk,2013,"Vesturland, Vestfirðir",Maí,231
Danmörk,2013,"Vesturland, Vestfirðir",Júní,917
Danmörk,2013,"Vesturland, Vestfirðir",Júlí,1891
Danmörk,2013,"Vesturland, Vestfirðir",Ágúst,983
Danmörk,2013,"Vesturland, Vestfirðir",September,541
Danmörk,2013,"Vesturland, Vestfirðir",Október,423
Danmörk,2013,"Vesturland, Vestfirðir",Nóvember,24
Danmörk,2013,"Vesturland, Vestfirðir",Desember,23
Danmörk,2013,Norðurland,Allir,10048
Danmörk,2013,Norðurland,Janúar,140
Danmörk,2013,Norðurland,Febrúar,158
Danmörk,2013,Norðurland,Mars,242
Danmörk,2013,Norðurland,Apríl,128
Danmörk,2013,Norðurland,Maí,621
Danmörk,2013,Norðurland,Júní,1524
Danmörk,2013,Norðurland,Júlí,3872
Danmörk,2013,Norðurland,Ágúst,1871
Danmörk,2013,Norðurland,September,848
Danmörk,2013,Norðurland,Október,482
Danmörk,2013,Norðurland,Nóvember,72
Danmörk,2013,Norðurland,Desember,90
Danmörk,2013,Austurland,Allir,7027
Danmörk,2013,Austurland,Janúar,41
Danmörk,2013,Austurland,Febrúar,30
Danmörk,2013,Austurland,Mars,43
Danmörk,2013,Austurland,Apríl,126
Danmörk,2013,Austurland,Maí,251
Danmörk,2013,Austurland,Júní,1276
Danmörk,2013,Austurland,Júlí,3217
Danmörk,2013,Austurland,Ágúst,1454
Danmörk,2013,Austurland,September,321
Danmörk,2013,Austurland,Október,189
Danmörk,2013,Austurland,Nóvember,50
Danmörk,2013,Austurland,Desember,29
Danmörk,2013,Suðurland,Allir,11668
Danmörk,2013,Suðurland,Janúar,74
Danmörk,2013,Suðurland,Febrúar,82
Danmörk,2013,Suðurland,Mars,307
Danmörk,2013,Suðurland,Apríl,537
Danmörk,2013,Suðurland,Maí,623
Danmörk,2013,Suðurland,Júní,1905
Danmörk,2013,Suðurland,Júlí,4345
Danmörk,2013,Suðurland,Ágúst,1934
Danmörk,2013,Suðurland,September,983
Danmörk,2013,Suðurland,Október,527
Danmörk,2013,Suðurland,Nóvember,108
Danmörk,2013,Suðurland,Desember,243
Svíþjóð,2014,Allt landið,Allir,119858
Svíþjóð,2014,Allt landið,Janúar,5905
Svíþjóð,2014,Allt landið,Febrúar,4227
Svíþjóð,2014,Allt landið,Mars,5780
Svíþjóð,2014,Allt landið,Apríl,9504
Svíþjóð,2014,Allt landið,Maí,12865
Svíþjóð,2014,Allt landið,Júní,14937
Svíþjóð,2014,Allt landið,Júlí,18988
Svíþjóð,2014,Allt landið,Ágúst,17055
Svíþjóð,2014,Allt landið,September,12638
Svíþjóð,2014,Allt landið,Október,8543
Svíþjóð,2014,Allt landið,Nóvember,5184
Svíþjóð,2014,Allt landið,Desember,4232
Svíþjóð,2014,Höfuðborgarsvæði,Allir,84732
Svíþjóð,2014,Höfuðborgarsvæði,Janúar,5525
Svíþjóð,2014,Höfuðborgarsvæði,Febrúar,3524
Svíþjóð,2014,Höfuðborgarsvæði,Mars,4871
Svíþjóð,2014,Höfuðborgarsvæði,Apríl,8135
Svíþjóð,2014,Höfuðborgarsvæði,Maí,10139
Svíþjóð,2014,Höfuðborgarsvæði,Júní,9241
Svíþjóð,2014,Höfuðborgarsvæði,Júlí,9869
Svíþjóð,2014,Höfuðborgarsvæði,Ágúst,8972
Svíþjóð,2014,Höfuðborgarsvæði,September,9322
Svíþjóð,2014,Höfuðborgarsvæði,Október,7144
Svíþjóð,2014,Höfuðborgarsvæði,Nóvember,4340
Svíþjóð,2014,Höfuðborgarsvæði,Desember,3650
Svíþjóð,2014,"Vesturland, Vestfirðir",Allir,..
Svíþjóð,2014,"Vesturland, Vestfirðir",Janúar,..
Svíþjóð,2014,"Vesturland, Vestfirðir",Febrúar,..
Svíþjóð,2014,"Vesturland, Vestfirðir",Mars,..
Svíþjóð,2014,"Vesturland, Vestfirðir",Apríl,..
Svíþjóð,2014,"Vesturland, Vestfirðir",Maí,..
Svíþjóð,2014,"Vesturland, Vestfirðir",Júní,..
Svíþjóð,2014,"Vesturland, Vestfirðir",Júlí,..
Svíþjóð,2014,"Vesturland, Vestfirðir",Ágúst,..
Svíþjóð,2014,"Vesturland, Vestfirðir",September,..
Svíþjóð,2014,"Vesturland, Vestfirðir",Október,..
Svíþjóð,2014,"Vesturland, Vestfirðir",Nóvember,..
Svíþjóð,2014,"Vesturland, Vestfirðir",Desember,..
Svíþjóð,2014,Suðurnes,Allir,3423
Svíþjóð,2014,Suðurnes,Janúar,49
Svíþjóð,2014,Suðurnes,Febrúar,140
Svíþjóð,2014,Suðurnes,Mars,102
Svíþjóð,2014,Suðurnes,Apríl,178
Svíþjóð,2014,Suðurnes,Maí,331
Svíþjóð,2014,Suðurnes,Júní,476
Svíþjóð,2014,Suðurnes,Júlí,577
Svíþjóð,2014,Suðurnes,Ágúst,549
Svíþjóð,2014,Suðurnes,September,298
Svíþjóð,2014,Suðurnes,Október,240
Svíþjóð,2014,Suðurnes,Nóvember,367
Svíþjóð,2014,Suðurnes,Desember,116
Svíþjóð,2014,"Vesturland, Vestfirðir",Allir,6478
Svíþjóð,2014,"Vesturland, Vestfirðir",Janúar,37
Svíþjóð,2014,"Vesturland, Vestfirðir",Febrúar,68
Svíþjóð,2014,"Vesturland, Vestfirðir",Mars,100
Svíþjóð,2014,"Vesturland, Vestfirðir",Apríl,156
Svíþjóð,2014,"Vesturland, Vestfirðir",Maí,520
Svíþjóð,2014,"Vesturland, Vestfirðir",Júní,1103
Svíþjóð,2014,"Vesturland, Vestfirðir",Júlí,1787
Svíþjóð,2014,"Vesturland, Vestfirðir",Ágúst,1766
Svíþjóð,2014,"Vesturland, Vestfirðir",September,582
Svíþjóð,2014,"Vesturland, Vestfirðir",Október,223
Svíþjóð,2014,"Vesturland, Vestfirðir",Nóvember,90
Svíþjóð,2014,"Vesturland, Vestfirðir",Desember,46
Svíþjóð,2014,Norðurland,Allir,8357
Svíþjóð,2014,Norðurland,Janúar,74
Svíþjóð,2014,Norðurland,Febrúar,137
Svíþjóð,2014,Norðurland,Mars,326
Svíþjóð,2014,Norðurland,Apríl,300
Svíþjóð,2014,Norðurland,Maí,483
Svíþjóð,2014,Norðurland,Júní,1319
Svíþjóð,2014,Norðurland,Júlí,2424
Svíþjóð,2014,Norðurland,Ágúst,1740
Svíþjóð,2014,Norðurland,September,836
Svíþjóð,2014,Norðurland,Október,317
Svíþjóð,2014,Norðurland,Nóvember,142
Svíþjóð,2014,Norðurland,Desember,259
Svíþjóð,2014,Austurland,Allir,4795
Svíþjóð,2014,Austurland,Janúar,66
Svíþjóð,2014,Austurland,Febrúar,55
Svíþjóð,2014,Austurland,Mars,66
Svíþjóð,2014,Austurland,Apríl,76
Svíþjóð,2014,Austurland,Maí,352
Svíþjóð,2014,Austurland,Júní,929
Svíþjóð,2014,Austurland,Júlí,1336
Svíþjóð,2014,Austurland,Ágúst,1502
Svíþjóð,2014,Austurland,September,285
Svíþjóð,2014,Austurland,Október,78
Svíþjóð,2014,Austurland,Nóvember,34
Svíþjóð,2014,Austurland,Desember,16
Svíþjóð,2014,Suðurland,Allir,12073
Svíþjóð,2014,Suðurland,Janúar,154
Svíþjóð,2014,Suðurland,Febrúar,303
Svíþjóð,2014,Suðurland,Mars,315
Svíþjóð,2014,Suðurland,Apríl,659
Svíþjóð,2014,Suðurland,Maí,1040
Svíþjóð,2014,Suðurland,Júní,1869
Svíþjóð,2014,Suðurland,Júlí,2995
Svíþjóð,2014,Suðurland,Ágúst,2526
Svíþjóð,2014,Suðurland,September,1315
Svíþjóð,2014,Suðurland,Október,541
Svíþjóð,2014,Suðurland,Nóvember,211
Svíþjóð,2014,Suðurland,Desember,145
Svíþjóð,2013,Allt landið,Allir,92326
Svíþjóð,2013,Allt landið,Janúar,2342
Svíþjóð,2013,Allt landið,Febrúar,2806
Svíþjóð,2013,Allt landið,Mars,5969
Svíþjóð,2013,Allt landið,Apríl,7162
Svíþjóð,2013,Allt landið,Maí,9280
Svíþjóð,2013,Allt landið,Júní,12555
Svíþjóð,2013,Allt landið,Júlí,15426
Svíþjóð,2013,Allt landið,Ágúst,14337
Svíþjóð,2013,Allt landið,September,9228
Svíþjóð,2013,Allt landið,Október,6297
Svíþjóð,2013,Allt landið,Nóvember,4049
Svíþjóð,2013,Allt landið,Desember,2875
Svíþjóð,2013,Höfuðborgarsvæði,Allir,71779
Svíþjóð,2013,Höfuðborgarsvæði,Janúar,2183
Svíþjóð,2013,Höfuðborgarsvæði,Febrúar,2600
Svíþjóð,2013,Höfuðborgarsvæði,Mars,5352
Svíþjóð,2013,Höfuðborgarsvæði,Apríl,6474
Svíþjóð,2013,Höfuðborgarsvæði,Maí,7738
Svíþjóð,2013,Höfuðborgarsvæði,Júní,8450
Svíþjóð,2013,Höfuðborgarsvæði,Júlí,9931
Svíþjóð,2013,Höfuðborgarsvæði,Ágúst,9987
Svíþjóð,2013,Höfuðborgarsvæði,September,7358
Svíþjóð,2013,Höfuðborgarsvæði,Október,5474
Svíþjóð,2013,Höfuðborgarsvæði,Nóvember,3699
Svíþjóð,2013,Höfuðborgarsvæði,Desember,2533
Svíþjóð,2013,"Vesturland, Vestfirðir",Allir,..
Svíþjóð,2013,"Vesturland, Vestfirðir",Janúar,..
Svíþjóð,2013,"Vesturland, Vestfirðir",Febrúar,..
Svíþjóð,2013,"Vesturland, Vestfirðir",Mars,..
Svíþjóð,2013,"Vesturland, Vestfirðir",Apríl,..
Svíþjóð,2013,"Vesturland, Vestfirðir",Maí,..
Svíþjóð,2013,"Vesturland, Vestfirðir",Júní,..
Svíþjóð,2013,"Vesturland, Vestfirðir",Júlí,..
Svíþjóð,2013,"Vesturland, Vestfirðir",Ágúst,..
Svíþjóð,2013,"Vesturland, Vestfirðir",September,..
Svíþjóð,2013,"Vesturland, Vestfirðir",Október,..
Svíþjóð,2013,"Vesturland, Vestfirðir",Nóvember,..
Svíþjóð,2013,"Vesturland, Vestfirðir",Desember,..
Svíþjóð,2013,Suðurnes,Allir,1998
Svíþjóð,2013,Suðurnes,Janúar,45
Svíþjóð,2013,Suðurnes,Febrúar,52
Svíþjóð,2013,Suðurnes,Mars,89
Svíþjóð,2013,Suðurnes,Apríl,111
Svíþjóð,2013,Suðurnes,Maí,221
Svíþjóð,2013,Suðurnes,Júní,265
Svíþjóð,2013,Suðurnes,Júlí,318
Svíþjóð,2013,Suðurnes,Ágúst,408
Svíþjóð,2013,Suðurnes,September,191
Svíþjóð,2013,Suðurnes,Október,120
Svíþjóð,2013,Suðurnes,Nóvember,111
Svíþjóð,2013,Suðurnes,Desember,67
Svíþjóð,2013,"Vesturland, Vestfirðir",Allir,2883
Svíþjóð,2013,"Vesturland, Vestfirðir",Janúar,13
Svíþjóð,2013,"Vesturland, Vestfirðir",Febrúar,27
Svíþjóð,2013,"Vesturland, Vestfirðir",Mars,63
Svíþjóð,2013,"Vesturland, Vestfirðir",Apríl,47
Svíþjóð,2013,"Vesturland, Vestfirðir",Maí,230
Svíþjóð,2013,"Vesturland, Vestfirðir",Júní,494
Svíþjóð,2013,"Vesturland, Vestfirðir",Júlí,836
Svíþjóð,2013,"Vesturland, Vestfirðir",Ágúst,772
Svíþjóð,2013,"Vesturland, Vestfirðir",September,243
Svíþjóð,2013,"Vesturland, Vestfirðir",Október,106
Svíþjóð,2013,"Vesturland, Vestfirðir",Nóvember,27
Svíþjóð,2013,"Vesturland, Vestfirðir",Desember,25
Svíþjóð,2013,Norðurland,Allir,5682
Svíþjóð,2013,Norðurland,Janúar,46
Svíþjóð,2013,Norðurland,Febrúar,51
Svíþjóð,2013,Norðurland,Mars,164
Svíþjóð,2013,Norðurland,Apríl,90
Svíþjóð,2013,Norðurland,Maí,384
Svíþjóð,2013,Norðurland,Júní,1154
Svíþjóð,2013,Norðurland,Júlí,1808
Svíþjóð,2013,Norðurland,Ágúst,1132
Svíþjóð,2013,Norðurland,September,482
Svíþjóð,2013,Norðurland,Október,227
Svíþjóð,2013,Norðurland,Nóvember,55
